day,store_type,channel,campaign_network,installs,cost,all_revenue_total_d0,all_revenue_total_d3,all_revenue_total_d7,all_revenue_total_d14,all_revenue_total_d30,all_revenue_total_d60,all_revenue_total_d90,all_revenue_total_d120,all_revenue_total_m6,retention_rate_d1,retention_rate_d3,retention_rate_d14,retention_rate_d30,retention_rate_d60,retention_rate_d90,retention_rate_d120,retention_rate_m6,ecpi_all
2025-07-21,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,12,0.6178,2.6673,11.0099,18.4896,28.3887,32.2087,32.6663,32.9167,32.9167,32.9166,0.25,0.25,0.0,0.1667,0.0833,0.0,0.0,0.0,0.0515
2025-07-25,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,9.6652,0.6313,1.1816,1.3999,1.3999,1.902,1.902,1.902,1.902,1.902,0.1667,0.1667,0.0,0.0833,0.0,0.0,0.0,0.0,0.8054
2025-07-28,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,8.9307,2.4112,2.4112,2.4112,2.4112,2.4112,2.4393,2.4393,2.4393,2.4393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7442
2025-07-31,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,6.8543,0.9489,1.3196,1.3978,1.4865,2.0661,2.3685,3.7487,4.7912,5.2887,0.25,0.25,0.0833,0.0833,0.0833,0.0833,0.0833,0.0833,0.5712
2025-08-02,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil #2,12,0.9285,0.1275,0.1553,0.3905,0.4887,0.831,6.1871,10.0046,10.149,10.149,0.1667,0.0,0.1667,0.0833,0.1667,0.0,0.0,0.0,0.0774
2025-08-15,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,18.3756,2.2445,2.2737,2.3201,2.3334,2.338,2.3402,2.3402,2.3402,2.3401,0.0833,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,1.5313
2025-08-16,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,4.8687,1.154,1.154,1.154,165.7147,180.1477,183.4377,186.7277,190.0177,199.9184,0.0,0.0,0.0833,0.0833,0.0,0.0,0.0,0.1667,0.4057
2025-09-16,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,7.3861,0.1034,0.3504,0.5126,0.7325,1.0829,1.4632,1.7055,1.7055,15.2106,0.25,0.0833,0.0833,0.0,0.0833,0.0,0.0,0.0833,0.6155
2025-10-02,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,4.8898,0.4254,0.6453,0.7203,0.7732,0.948,0.948,0.948,0.948,0.9478,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4075
2025-10-06,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,9.359,0.2455,0.2555,0.2555,0.2555,0.2555,0.2555,0.2555,0.2555,0.2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799
2025-10-08,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,7.3744,0.1588,0.1588,0.3914,0.3914,0.3914,0.3914,0.3914,0.3914,0.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6145
2025-10-09,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,11.8474,2.425,2.4435,2.7644,3.1031,3.1031,3.1031,3.1031,3.1031,3.1031,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873
2025-10-12,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,1.8158,0.0196,0.0293,0.0312,0.0312,0.0312,0.0546,0.0583,0.0583,0.0582,0.1667,0.0833,0.0,0.0,0.0833,0.0,0.0,0.0,0.1513
2025-10-20,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,4.9045,0.9769,1.0211,1.0211,1.1351,1.1455,1.1455,1.1455,1.1455,1.1455,0.0833,0.0833,0.0833,0.0,0.0,0.0,0.0,0.0,0.4087
2025-10-24,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,17.4973,1.7107,23.9965,26.3127,57.6506,71.8772,72.6976,72.6976,72.7226,0.0,0.0833,0.0833,0.1667,0.0833,0.0,0.0,0.0,0.0,1.4581
2025-10-26,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,1.3333,0.2253,0.342,0.3793,0.3793,0.3793,0.3793,0.3793,0.3793,0.0,0.25,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.1111
2025-10-30,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,7.5516,0.3623,0.4506,0.4523,0.4523,0.4523,0.4523,0.4523,0.4523,0.0,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.6293
2025-11-01,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,13.2908,0.1006,0.1006,0.1006,0.4487,0.4487,0.4487,0.6009,0.6009,0.0,0.1667,0.0,0.0833,0.0,0.0,0.0833,0.0,0.0,1.1076
2025-11-04,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,7.8659,0.8515,1.2647,1.7036,1.9936,3.262,3.6093,3.9795,3.9795,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6555
2025-11-06,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,10.4275,1.3908,3.282,8.3951,22.2447,30.8993,40.4108,40.4108,40.4108,0.0,0.1667,0.1667,0.25,0.0833,0.0833,0.0,0.0,0.0,0.869
2025-11-17,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,0.993,0.0144,0.0144,0.0144,0.0144,0.0144,0.0144,0.0144,0.0144,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0827
2025-11-18,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,8.2827,0.6266,0.6266,0.6266,0.6266,0.8413,0.9798,1.0529,1.0529,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.6902
2025-11-26,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,1.4133,0.0101,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0,0.1667,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.1178
2025-11-27,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,10.6047,0.5763,0.5763,0.5763,0.5763,0.591,0.591,0.591,0.591,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8837
2025-11-30,app_store,Unity Ads,[UT] WG - IOS - CPI - KW,12,8.47,0.3669,0.967,1.0848,1.3086,1.673,1.9286,2.0509,2.0732,0.0,0.3333,0.1667,0.0,0.0833,0.0833,0.0,0.0,0.0,0.7058
2025-12-01,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,21.0038,1.7005,7.513,10.3966,15.4994,16.9653,17.2962,17.3271,17.3271,0.0,0.25,0.1667,0.0833,0.0,0.0,0.0,0.0,0.0,1.7503
2025-12-05,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,12,6.0496,0.6878,0.7854,0.7854,1.408,1.6531,2.4676,2.5114,2.5114,0.0,0.0833,0.0,0.0833,0.0833,0.0833,0.0,0.0,0.0,0.5041
2025-12-06,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - US,12,54.3495,2.5647,2.7436,2.9268,3.84,4.3415,7.5999,8.9934,8.9934,0.0,0.25,0.1667,0.0,0.0,0.0833,0.0,0.0,0.0,4.5291
2025-12-08,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,9.7895,4.5836,6.4009,6.5897,6.6134,6.8433,10.0118,11.2086,12.6708,0.0,0.3333,0.25,0.0,0.0,0.0,0.0833,0.0833,0.0,0.8158
2025-12-17,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,15.6306,0.3582,0.3582,0.3582,0.8853,2.1046,5.3126,6.4849,7.0552,0.0,0.1667,0.0833,0.1667,0.0833,0.0833,0.0833,0.0833,0.0,1.3026
2025-12-18,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,1.177,0.0,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0981
2025-12-18,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,26.9544,0.626,0.7031,0.7031,2.7568,2.884,3.4468,4.38,6.443,0.0,0.0833,0.0,0.0833,0.0,0.0833,0.0,0.0833,0.0,2.2462
2025-12-19,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,0.5519,0.1244,0.1904,0.2369,0.2689,0.3379,0.3933,0.3933,0.3933,0.0,0.25,0.1667,0.0833,0.0833,0.0,0.0,0.0,0.0,0.046
2025-12-24,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - IT,12,6.0726,0.2112,0.4288,2.1484,2.5626,2.7704,2.9125,2.9488,0.0,0.0,0.25,0.1667,0.1667,0.0833,0.0,0.0,0.0,0.0,0.5061
2026-01-01,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,36.4804,0.7024,0.7024,0.7024,1.421,1.8286,1.8684,1.8684,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,3.04
2026-01-02,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - US,12,15.6918,1.0066,2.2451,2.7328,3.3405,3.7264,3.997,3.997,0.0,0.0,0.4167,0.25,0.1667,0.0833,0.0,0.0,0.0,0.0,1.3077
2026-01-02,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,21.2732,6.0283,6.0283,6.0283,6.0283,6.0283,6.0283,6.0283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7728
2026-01-04,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - IT,12,7.4497,1.6192,2.2117,3.2205,3.6355,4.4638,6.2648,7.7527,0.0,0.0,0.3333,0.25,0.1667,0.0833,0.0833,0.0833,0.0,0.0,0.6208
2026-01-04,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - US,12,19.3353,0.2968,1.5533,2.4938,3.8838,7.9451,27.3328,38.3486,0.0,0.0,0.4167,0.3333,0.1667,0.1667,0.25,0.25,0.0,0.0,1.6113
2026-01-07,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,2.9157,0.3739,0.5173,0.6112,0.7838,0.9869,1.0934,1.1233,0.0,0.0,0.1667,0.0833,0.0833,0.0833,0.0,0.0,0.0,0.0,0.243
2026-01-08,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - US,12,12.5426,0.4248,1.6305,1.8162,2.2463,2.3778,2.4425,2.5687,0.0,0.0,0.25,0.1667,0.0,0.1667,0.0833,0.0,0.0,0.0,1.0452
2026-01-17,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - US,12,17.2454,1.4124,1.534,2.564,4.1386,4.4009,4.4009,4.4009,0.0,0.0,0.25,0.0833,0.1667,0.0,0.0,0.0,0.0,0.0,1.4371
2026-01-18,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - IT,12,6.297,0.3876,0.5536,0.6442,0.883,1.0815,1.4971,2.3447,0.0,0.0,0.25,0.25,0.1667,0.0833,0.0833,0.0833,0.0,0.0,0.5248
2026-01-20,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,12,0.0,0.1484,0.1738,0.1847,0.222,0.222,0.222,0.222,0.0,0.0,0.3333,0.1667,0.0833,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-25,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,12,0.0,0.0294,0.06,0.06,0.06,0.06,0.085,0.0,0.0,0.0,0.0833,0.0833,0.0833,0.0833,0.0,0.0,0.0,0.0,0.0
2026-01-30,google_play,Google Ads,[GA] WG - Android - ROAS - German - PrevSetup,12,23.7173,0.9823,1.8849,2.6979,3.0399,4.9477,5.6563,0.0,0.0,0.0,0.0833,0.1667,0.0833,0.1667,0.0,0.0,0.0,0.0,1.9764
2026-02-11,google_play,Unity Ads,[UT] WG - Android - ROASD7- US,12,9.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809
2026-02-12,google_play,Xsolla Ads,unknown,12,0.0,0.1894,0.1894,0.1894,0.1938,0.1938,0.1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,7.7209,3.3065,5.948,10.2867,20.8233,46.2927,50.4477,0.0,0.0,0.0,0.4167,0.1667,0.0833,0.0,0.0,0.0,0.0,0.0,0.6434
2026-02-14,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,22.0932,0.1669,0.4054,0.6806,1.2328,1.4676,1.5821,0.0,0.0,0.0,0.25,0.25,0.0833,0.0,0.0833,0.0,0.0,0.0,1.8411
2026-02-16,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,12.6942,0.3883,1.7536,2.0894,4.2383,4.5806,4.5806,0.0,0.0,0.0,0.25,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,1.0579
2026-02-20,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,9.3319,0.0498,0.0498,0.422,0.4483,0.4483,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777
2026-02-21,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - US,12,12.9394,0.9571,1.7128,2.6211,4.9556,7.0348,0.0,0.0,0.0,0.0,0.25,0.1667,0.1667,0.0833,0.0,0.0,0.0,0.0,1.0783
2026-02-21,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,4.8145,0.6579,0.7731,0.7947,0.8224,0.8837,0.0,0.0,0.0,0.0,0.25,0.0833,0.0833,0.0,0.0,0.0,0.0,0.0,0.4012
2026-03-15,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,34.7841,2.0539,11.9744,15.9533,16.2084,16.9946,0.0,0.0,0.0,0.0,0.1667,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,2.8987
2026-03-16,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,12,7.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.5913
2026-03-17,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,9.6667,1.106,1.4442,1.6704,1.9076,2.1407,0.0,0.0,0.0,0.0,0.25,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.8056
2026-03-19,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,14.4288,0.2472,0.5111,0.7058,0.7222,0.7708,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0833,0.0,0.0,0.0,0.0,1.2024
2026-03-20,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,7.3283,1.1825,1.6835,1.6835,1.6835,1.6835,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6107
2026-03-27,google_play,Google Ads,[GA] WG - Android - ROAS - France,12,6.4634,0.376,0.4062,0.5102,0.6278,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5386
2026-04-03,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,24.6441,0.2188,0.7103,1.0341,1.1049,0.0,0.0,0.0,0.0,0.0,0.1667,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,2.0537
2026-04-07,google_play,Google Ads,[GA] WG - Android - ROAS - US,12,19.9757,1.9327,2.3524,2.3524,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,1.6646
2025-01-03,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,5.2554,0.1976,0.1976,0.1976,0.648,0.8334,15.057,16.8052,26.4168,31.4656,0.0909,0.0,0.0909,0.0,0.0909,0.0909,0.0,0.0,0.4778
2025-01-14,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,8.2178,1.5563,1.9794,2.1759,2.1759,2.1759,2.1759,2.1759,2.1759,2.1759,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7471
2025-01-23,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,3.28,0.9854,1.3712,1.8813,2.3098,2.8535,4.2709,4.3593,4.3593,4.3947,0.3636,0.3636,0.0909,0.0909,0.0,0.0909,0.0,0.0,0.2982
2025-01-28,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,21.1864,0.3657,2.8214,3.1628,3.1628,3.1628,3.1628,3.1628,3.1628,3.1628,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.926
2025-01-30,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,10.8409,1.391,2.3008,3.1852,4.0956,4.8188,4.8703,4.8703,4.8703,4.8702,0.4545,0.2727,0.0909,0.0909,0.0,0.0,0.0,0.0,0.9855
2025-02-05,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,5.7412,0.0807,0.1052,0.1399,0.1913,0.2067,0.2067,0.2067,0.2067,0.2066,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.5219
2025-02-07,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,1.7758,0.2613,0.2854,0.2854,0.2854,0.2854,0.2854,0.2854,0.2854,0.2854,0.1818,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.1614
2025-02-17,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,0.6252,2.0961,2.7345,2.9345,3.2441,3.3802,3.3802,3.3802,3.3802,3.3801,0.2727,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0568
2025-02-17,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,6.2646,1.1356,1.291,1.291,1.291,1.291,1.291,1.291,1.291,1.2911,0.1818,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.5695
2025-02-18,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,0.9621,0.0,0.0102,0.0809,0.5287,1.8673,1.8774,2.0037,2.2116,2.288,0.1818,0.0909,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0875
2025-02-19,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,2.2176,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.1818,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.2016
2025-02-24,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,5.9164,0.3627,0.4552,0.4552,0.4552,0.4552,0.4639,0.4639,0.4639,0.4639,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.5379
2025-02-26,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,9.4607,0.4126,0.4344,0.4555,0.5395,0.9657,1.2598,2.6762,2.8854,3.6618,0.1818,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.0909,0.8601
2025-03-02,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,5.2278,0.499,0.7263,0.8329,0.8591,1.1518,1.9704,2.1934,2.1934,2.1932,0.3636,0.2727,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.4753
2025-03-04,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,4.8672,0.4261,1.016,1.329,1.7879,2.3015,2.6508,2.7249,2.7689,2.7692,0.2727,0.1818,0.0909,0.0909,0.0,0.0,0.0,0.0,0.4425
2025-03-04,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,5.3007,1.2897,1.4326,1.4326,1.4939,1.5383,1.7642,1.7642,1.7642,2.2026,0.0909,0.0909,0.0909,0.0,0.0,0.0,0.0909,0.0909,0.4819
2025-03-06,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,1.781,0.1077,0.1357,0.1773,0.1773,0.2192,0.2837,0.5925,0.5925,0.5923,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.1619
2025-03-10,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,4.3877,0.0445,0.1536,0.5327,0.9183,0.9881,0.9881,0.9881,1.1681,1.4892,0.2727,0.0909,0.1818,0.0,0.0,0.0,0.0,0.0909,0.3989
2025-03-11,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,1.6057,0.0326,0.0326,0.0326,0.0326,0.0707,0.0707,0.0707,0.0707,0.0707,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,0.0,0.146
2025-03-16,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,6.2335,0.8029,1.0636,1.1961,1.6419,2.0399,2.6969,3.1621,3.1621,3.1622,0.2727,0.0909,0.0909,0.1818,0.0909,0.0,0.0,0.0,0.5667
2025-03-17,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,5.7224,0.14,0.2159,0.2159,0.2159,0.2159,0.2159,0.2159,0.2159,0.2159,0.4545,0.1818,0.0909,0.0,0.0,0.0,0.0,0.0,0.5202
2025-03-26,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,4.525,0.3484,0.7711,0.8151,0.8151,0.8151,0.8151,0.8151,0.8151,0.8151,0.3636,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.4114
2025-03-26,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,19.5635,3.7869,5.8341,6.7271,10.1968,14.9164,17.369,17.369,17.369,17.7162,0.3636,0.3636,0.2727,0.1818,0.0,0.0,0.0,0.0909,1.7785
2025-03-27,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,4.5636,1.0094,3.2103,6.6218,8.663,13.9085,14.8312,14.8312,16.0991,28.8268,0.0909,0.0909,0.1818,0.0909,0.0,0.0,0.0,0.0909,0.4149
2025-03-31,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,3.531,3.2268,3.5644,4.2548,4.2548,10.5057,11.3353,11.7276,11.9217,13.5371,0.3636,0.2727,0.0909,0.1818,0.0,0.0909,0.0,0.1818,0.321
2025-03-31,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,2.895,0.3104,0.3449,0.3449,0.3449,0.4379,0.5995,0.755,0.755,0.7548,0.1818,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,0.2632
2025-04-01,google_play,Google Ads,[GA] WG - Android - ROAS - Italy - Video,11,2.5079,0.0244,0.0391,0.0432,0.0482,0.0582,0.0603,0.0603,0.0603,0.0603,0.3636,0.1818,0.0,0.0909,0.0,0.0,0.0,0.0909,0.228
2025-04-05,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,3.7093,21.5949,21.5949,21.5949,57.1742,62.9644,62.9644,63.0294,63.0434,63.0434,0.1818,0.0909,0.0909,0.0909,0.0909,0.0,0.0,0.0,0.3372
2025-04-12,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,11,1.4012,0.1616,0.2256,0.4271,0.4528,0.4556,0.5003,0.5043,0.5069,0.507,0.2727,0.2727,0.0,0.0909,0.0,0.0,0.0,0.0909,0.1274
2025-04-14,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,7.8892,0.0819,0.0848,0.0848,0.0848,0.0848,0.0908,0.0908,0.0908,0.0909,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7172
2025-04-22,google_play,Facebook,Expired Attributions,11,0.0,0.4724,0.8059,1.0158,1.047,1.2283,1.5322,1.5322,1.5322,1.5323,0.3636,0.2727,0.0,0.0909,0.0,0.0,0.0,0.0909,0.0
2025-04-23,google_play,Facebook,Expired Attributions,11,0.0,0.0204,0.0241,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0578,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,google_play,Facebook,Expired Attributions,11,0.0,0.5031,0.9245,1.4482,1.7732,2.0253,2.0418,2.0418,2.0418,2.0417,0.1818,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-17,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,5.4856,0.186,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.1818,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.4987
2025-05-17,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,10.5817,0.8426,0.9394,1.2104,1.2104,1.2104,1.2104,1.2104,1.2104,1.2104,0.1818,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.962
2025-05-22,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,8.8811,0.39,0.4794,0.5205,0.9474,1.5757,4.1873,4.6339,5.3699,5.7175,0.2727,0.0909,0.0909,0.0,0.0909,0.0909,0.0909,0.0909,0.8074
2025-05-27,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,13.7595,0.5603,0.6939,0.7412,0.7412,0.7412,0.7412,0.7412,0.7412,0.7411,0.0909,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,1.2509
2025-05-30,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,6.8646,0.1469,0.1556,0.1556,0.1556,0.1556,0.1556,0.1556,0.1556,0.1556,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6241
2025-06-02,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,5.8996,0.1863,0.1998,0.1998,0.1998,0.2597,0.2597,0.2597,0.2597,0.2597,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.5363
2025-06-03,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,5.1753,0.3479,0.988,1.3945,2.1874,2.5885,2.5913,2.5913,2.5913,2.6212,0.2727,0.0909,0.0,0.1818,0.0,0.0,0.0,0.0909,0.4705
2025-06-08,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,11,3.1093,0.1105,0.1212,0.1222,0.1222,0.1222,0.1222,0.1522,1.3195,25.8113,0.3636,0.1818,0.0,0.0,0.0,0.0,0.0909,0.1818,0.2827
2025-06-09,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,5.3072,3.3104,4.1897,4.2519,4.2519,4.3819,4.3819,4.3819,4.3819,4.5192,0.2727,0.1818,0.0,0.0,0.0,0.0909,0.0,0.0,0.4825
2025-06-10,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,8.9911,1.6259,2.3783,2.577,2.577,2.577,2.6098,2.6446,2.6446,2.6445,0.1818,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.8174
2025-06-11,google_play,Google Ads,[GA] WG - Android - ROAS - France,11,13.4839,0.4629,0.8882,0.8882,0.9132,0.9132,0.9132,0.9132,0.9132,0.9132,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2258
2025-06-26,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,5.5303,0.5772,3.4252,6.7435,6.8137,7.1204,7.1204,7.1204,7.1204,7.1204,0.1818,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.5028
2025-07-01,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,7.0522,0.3033,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.2727,0.2727,0.0909,0.0909,0.0909,0.0,0.0,0.0909,0.6411
2025-07-08,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,11,11.8108,5.7826,5.7865,5.7865,5.7865,5.7865,5.7865,5.7865,5.7865,5.7865,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0737
2025-07-09,google_play,Google Ads,[GA] WG - Android - ROAS - US,11,4.4066,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.0909,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.4006
